,artist_id,artist_name
4148,333,Eddie Holland
4167,351,En Vogue
4170,935,Sammi Smith
4175,510,Jay & The Americans
4196,1196,Timbiriche
4213,611,Kula Shaker
4215,674,Lou Reed
4222,1084,The Chi-Lites
4223,1078,The Brothers Johnson
4234,1147,The Ronettes
4247,341,Electric Light Orchestra
4256,980,Ska-P
4267,1094,The Distillers
4282,1099,The Edwin Hawkins Singers
4284,135,Black Box
4285,905,Rob Zombie
4294,899,Rick James
4314,8,A Perfect Circle
4316,110,Bebel Gilberto
4334,730,Maywood
4335,1165,The Teardrop Explodes
4336,994,Soilwork
4339,1014,Steppenwolf
4348,56,Angelic Upstarts
4349,1011,Stealers Wheel
4413,1185,Thievery Corporation
4434,1225,True Faith
4445,536,Jodeci
4459,614,LCD Soundsystem
4462,349,Emilia
4540,511,Jean Ferrat
4600,9,A*Teens
4613,1286,Zee Avi
4619,453,Gwen Stefani
4628,774,Nancy Sinatra
4629,1046,TV On The Radio
4631,886,Rebelution
4642,150,Bo Diddley
4652,434,Gloria Gaynor
4657,155,Bobby Darin
4679,441,Gordon Lightfoot
4680,376,Fall Out Boy
4685,340,El Cuarteto De Nos
4697,772,NOFX
4703,800,No Te Va Gustar
4706,427,Gino Vannelli
4709,977,Sin Bandera
4717,172,Breakfast Club
4722,7,A Day To Remember
4749,501,Jamiroquai
4760,953,Selena
4779,313,Dierks Bentley
4809,962,Shai
4810,794,Nina Sky
4812,83,Avant
4824,1252,Warrant
4837,191,Buck-O-Nine
4847,476,Hot Chocolate
4907,555,Jordin Sparks
4920,581,Kari Tapio
4927,984,Slightly Stoopid
4930,223,Charles Wright & The Watts 103rd Street Rhythm Band
4942,1243,Vern Gosdin
4977,295,DeBarge
4986,540,Joe Vasconcellos
4988,319,Don Tetto
5011,1178,The Weepies
5022,889,Reel Big Fish
5023,1130,The Mighty Mighty Bosstones
5024,1030,Sugarcult
5025,952,Seeed
5026,122,Big Bad Voodoo Daddy
5027,208,Carl Douglas
5036,65,Aqua
5076,1189,Thomas Dolby
5080,55,Andrew Gold
5082,884,Razorlight
5084,53,Andreas Johnson
5102,426,Gin Blossoms
5109,1198,Tito Rojas
5112,1154,The Shangri-Las
5126,468,Helen Reddy
5139,495,Jaguares
5141,1191,Thousand Foot Krutch
5157,941,Sarah McLachlan
5159,734,Meiju Suvas
5168,513,Jeannie C. Riley
5179,1205,Tom Waits
5192,260,Crash Test Dummies
5193,290,David Gray
5194,702,Maj Karma
5214,840,Pete Droge
5221,597,Keyshia Cole
5224,1270,Wizzard
5262,343,Eliza Doolittle
5268,925,SNAP!
5280,163,Bosson
5284,123,Big Star
5286,1125,The Marcels
5290,1132,The Monochrome Set
5296,1054,Temple Of The Dog
5309,314,Dion
5317,27,Alan Jackson
5318,323,Dr. Alban
5321,72,Army Of Lovers
5356,1058,Tevin Campbell
5372,623,Lamb
5377,438,Goldfrapp
5384,1162,The Subways
5398,1092,The Devil Makes Three
5411,118,Bernard Fanning
5467,1179,The White Stripes
5507,174,Brenda Lee
5511,765,Muddy Waters
5626,1181,The Wonders
5627,803,Norman Greenbaum
5628,863,Proyecto Uno
5634,127,Billy Currington
5641,115,Ben Folds Five
5661,882,Raul Seixas
5676,922,Ryan Adams
5683,916,Rose Royce
5685,108,Beastie Boys
5697,834,Pedro Aznar
5717,542,John Fogerty
5718,4,38 Special
5719,66,Arc Angels
5727,603,King
5731,915,Rosana
5735,237,Chris Tomlin
5746,1182,The Young Gods
5789,590,Keith Sweat
5799,641,Limp Bizkit
5830,147,Blues Image
5832,969,Shayne Ward
5834,179,Brick & Lace
5845,553,Joni Mitchell
5867,246,Cocteau Twins
5883,450,Guru Josh Project
5888,1173,The Undisputed Truth
5917,527,Jimmy Buffett
5919,321,Donell Jones
5939,327,Dru Hill
5940,841,Peter And Gordon
5959,1214,Tower Of Power
6002,156,Bobby Helms
6010,448,Groove Coverage
6015,689,MC Hammer
6025,324,Dr. Hook
6032,372,FM Static
6034,19,Adelitas Way
6053,244,Clay Aiken
6057,428,Ginuwine
6077,694,Mad Season
6087,1268,Wir Sind Helden
6165,398,Fontella Bass
6182,134,Billy Talent
6186,524,Jimi Hendrix
6194,827,Paradise Lost
6203,44,Alter Bridge
6225,522,Jim Capaldi
6262,1183,The Youngbloods
6282,687,Luther Vandross
6319,766,Murray Head
6331,1024,Strawbs
6343,435,Go West
6358,682,Luis Alberto Spinetta
6361,1028,Suburban Tribe
6392,1234,Uniting Nations
6409,1180,The Who
6430,678,Love
6436,546,John Mellencamp
6444,1056,Teoman
6455,1049,Tarkan
6474,114,Belouis Some
6475,582,Karla Devito
6483,1251,Wang Chung
6484,1117,The Knack
6513,396,Flyleaf
6557,385,Fine Young Cannibals
6566,638,Ligabue
6575,235,Chris Rea
6613,948,Scorpions
6614,457,Hanoi Rocks
6623,422,Geggy Tah
6634,419,Garbage
6638,904,Rita Marley
6647,1039,Susan Cadogan
6653,1138,The Pointer Sisters
6655,370,Extremoduro
6656,607,Klaxons
6665,412,Free
6695,668,Los Pericos
6702,198,Cabas
6706,926,SOJA
6710,802,Nonpalidece
6740,158,Bombay Bicycle Club
6741,500,Jamie Lidell
6745,1276,Xavier Rudd
6784,896,Richard Ashcroft
6785,1219,Transvision Vamp
6791,681,Luciano
6823,881,Randy Houser
6846,516,Jem
6848,939,Saosin
6857,1150,The Runaways
6927,786,Newsboys
6928,1007,Stacie Orrico
6939,342,Elefante
6947,567,Julieta Venegas
7029,595,Kenny Rogers
7032,259,Craig Morgan
7105,1167,The Tony Rich Project
7120,107,Beach House
7140,692,MIKA
7185,726,Maxi Priest
7195,705,Mando Diao
7196,454,Gyptian
7198,407,Frankie J
7203,211,Carlos Vives
7215,105,Bauhaus
7219,796,Nino Bravo
7232,17,Ace of Base
7240,153,Bob Welch
7255,1184,The Zombies
7259,496,Jamelia
7282,860,Prefab Sprout
7288,530,Jimmy Jones
7334,482,India.Arie
7335,903,Rita Lee
7339,379,Fats Domino
7340,33,Alex Ubago
7363,831,Pat Green
7366,15,Accept
7368,562,Juan Fernando Velasco
7392,265,Cross Canadian Ragweed
7418,1209,Tonic
7435,893,Rey Ruiz
7448,1122,The Libertines
7496,415,Fuel
7533,1172,The Undertones
7537,51,Anastacia
7538,612,Kurt Nilsen
7566,306,Depeche Mode
7568,20,Adoniran Barbosa
7573,296,Dead Kennedys
7579,98,Bajaga & Instruktori
7584,715,Marilyn Manson
7590,133,Billy Squier
7617,950,Sean Kingston
7627,1223,Trevor Hall
7646,289,David Cook
7674,940,Sara Bareilles
7694,1248,Vonda Shepard
7713,759,Montgomery Gentry
7717,166,Box Car Racer
7751,733,Megadeth
7755,959,Sergio Vargas
7769,1108,The Hives
7819,305,Demis Roussos
7877,1098,The Ebonys
7882,1086,The Corrs
7883,520,Jerry Rivera
7889,1226,Turbonegro
7891,712,Marea
7892,934,Samantha Mumba
7899,880,Randy Crawford
7901,138,Black Sabbath
7907,119,Berri Txarrak
7915,706,Mano Negra
7917,954,Selena Gomez
7968,566,Julian Lennon
7990,599,Kid Frost
8000,710,Marc Anthony
8024,1085,The Commitments
8025,1242,Vanessa Williams
8026,887,Red Hot Chili Peppers
8046,627,Lazlo Bane
8049,247,Coheed and Cambria
8064,162,Bonnie Tyler
8074,391,Fito Paez
8095,34,Alice Cooper
8117,403,Framing Hanley
8140,280,Darren Hayes
8145,825,Paperboys
8165,103,Barry White
8178,525,"Jimmy ""Bo"" Horne"
8198,440,Goombay Dance Band
8238,956,Semisonic
8301,224,Charley Pride
8305,971,Shirley Brown
8316,850,Pillar
8387,1121,The Last Shadow Puppets
8435,817,Ou Est Le Swimming Pool
8439,929,Saga
8446,494,Jackson Browne
8448,588,Kavinsky
8449,1003,Spinal Tap
8492,1245,Vilma Palma e Vampiros
8495,234,Chris LeDoux
8499,671,Los Secretos
8509,220,Chairmen Of The Board
8513,479,Ice Mc
8524,193,Buffalo Springfield
8633,177,Brian May
8648,762,Mother Love Bone
8775,906,Robbie Robertson
8809,165,Bowling For Soup
8814,779,Neneh Cherry
8868,303,Default
8877,0,10 Years
8913,547,John Prine
8961,944,Saybia
8967,761,Motel
9011,651,Little River Band
9018,1274,XTC
9020,209,Carla Bruni
9024,1096,The Doobie Brothers
9039,215,Cascada
9042,564,Juice
9046,489,ItaloBrothers
9048,1144,The Replacements
9062,413,Freshlyground
9066,680,Lucero
9116,88,B*Witched
9117,968,Shawn Mullins
9118,1002,Spice Girls
9154,228,Cher
9259,39,Alkaline Trio
9269,933,Samantha Fox
9285,1088,The Cult
9308,997,Sophie Ellis-Bextor
9312,73,As I Lay Dying
9321,383,Fiji
9329,504,Janis Joplin
9335,716,Marisa Monte
9348,697,Madness
9351,707,Manowar
9375,225,Charlie Brown Jr.
9376,1012,Steel Pulse
9391,1263,Wild Cherry
9413,820,Ozzy Osbourne
9429,818,Our Lady Peace
9459,157,Bobby Womack
9491,938,Sanctus Real
9519,45,Aly & AJ
9533,60,Anouk
9546,711,Marcelo D2
9584,1042,Sweet
9588,1067,The Association
9622,213,Cartel De Santa
9626,96,Bad Religion
9630,1204,Tom Petty
9635,146,Blue Rodeo
9637,548,Johnny Cash
9639,1203,Tom Cochrane
9657,252,Commodores
9665,169,Boyzone
9781,1148,The Rubettes
9791,38,Alison Moyet
9792,1043,Swing Out Sister
9795,278,Danny Wilson
9817,475,Honeymoon Suite
9822,431,Glass Tiger
9827,230,Chicago
9841,754,Moderatto
9846,1281,Yoskar Sarante
9866,961,Sex Pistols
9868,94,Backstreet Boys
9872,624,Latimore
9874,832,Paulina Rubio
9930,1266,Willie Gonzalez
9932,405,Frank Reyes
9937,1137,The Outfield
9955,777,Natiruts
9959,815,Os Paralamas Do Sucesso
9962,219,CeCe Peniston
9982,728,Maxwell
9995,695,Madcon
10036,48,Amon Amarth
10041,1106,The Gathering
10050,256,Corona
10051,1,10cc
10062,291,David Usher
10131,120,Bersuit Vergarabat
10132,346,Elton John
10148,1112,The Jeff Healey Band
10161,843,Peter Tosh
10198,1044,Syd Barrett
10220,703,Mamonas Assassinas
10255,1202,Tokyo Police Club
10283,203,Calvin Harris
10288,656,Lonnie Gordon
10290,1045,Sydney Youngblood
10291,472,Hipsway
10293,125,Billie Myers
10326,18,Adam Lambert
10359,1233,Underoath
10368,417,Gal Costa
10373,231,Chico Buarque
10395,388,Fiona Apple
10398,1015,Stereolab
10414,805,Ocean Colour Scene
10419,1163,The Sunday Drivers
10426,785,New York Dolls
10431,322,Doves
10480,241,Clap Your Hands Say Yeah
10489,23,Agnes
10552,445,Great Lake Swimmers
10559,1290,dEUS
10566,911,Roger Hodgson
10675,416,Gabriella Cilmi
10690,727,Maximo Park
10693,822,Paolo Nutini
10729,1221,Travis
10732,1129,The Meters
10742,443,Grace Jones
10853,1238,Vacuum
10868,600,Kids Of 88
10880,85,Avenged Sevenfold
10937,872,Racoon
10939,1273,Wreckless Eric
10940,401,Formula V
10944,80,Atomic Rooster
11025,764,Mud
11026,1215,Toy-Box
11038,1093,The Dickies
11062,466,Heaven 17
11091,284,Dashboard Confessional
11114,283,Dash Berlin
11125,282,Daryl Hall & John Oates
11184,1017,Steve Goodman
11194,1239,Van Halen
11196,1177,The Wannadies
11202,43,Alphabeat
11232,1032,Suicidal Tendencies
11239,1289,Zucchero
11252,885,Ready For The World
11334,183,Brooke Fraser
11376,824,Papa Wemba
11404,978,Sinergia
11407,580,Kapanga
11422,32,Alejandro Sanz
11452,1158,The Statler Brothers
11455,912,Ronan Hardiman
11468,1041,Suzi Quatro
11535,851,Pink Martini
11554,549,Johnny Hates Jazz
11569,331,East 17
11581,1188,Thirteen Senses
11586,543,John Hiatt
11608,1069,The Automatic
11613,737,Melendi
11622,696,Mademoiselle K.
11656,229,Chetes
11737,1057,Tesla
11740,1194,Thunderclap Newman
11760,1031,Sugarland
11799,986,Smokey Robinson
11893,749,Mindless Self Indulgence
11934,608,Koop
11952,561,Jovanotti
11992,126,Billie Ray Martin
12062,729,Mayday Parade
12122,586,Katie Melua
12165,1101,The Exies
12168,160,Boney M.
12170,626,Laura Pausini
12228,293,Dazz Band
12229,226,Charlie Parker
12261,387,Finley Quaye
12265,1062,The Alan Parsons Project
12290,355,Erasure
12304,206,Candlebox
12310,847,Phish
12318,1066,The Ark
12399,1071,The Beach Boys
12422,1260,Whiskeytown
12474,1048,Tanya Tucker
12480,1060,Thalia
12579,470,Helmet
12718,1149,The Rumble Strips
12732,675,Loudon Wainwright III
12743,537,Joe
12748,677,Louise Attaque
12756,1280,Yerba Buena
12775,665,Los Hermanos Rosario
12781,662,Los Del Rio
12803,199,Caifanes
12810,661,Los Concorde
12823,77,Aterciopelados
12870,1073,The Black Crowes
12931,368,Example
12937,631,Les Humphries Singers
12990,350,Emma Bunton
12992,354,Eraserheads
13016,78,Atlantic Starr
13024,813,Orson
13034,414,Fruko Y Sus Tesos
13035,663,Los Enanitos Verdes
13057,646,Lisa Hannigan
13066,201,Cal Smith
13089,486,Intocable
13090,1283,Yuri
13111,469,Helloween
13139,1156,The Smithereens
13175,273,Dada
13191,633,Les Trois Accords
13214,128,Billy Dean
13225,131,Billy Preston
13273,750,Ministry
13363,402,Fountains Of Wayne
13367,410,Freda Payne
13385,1033,Superbus
13389,1249,Waldeck
13401,722,Matmatah
13404,40,All That Remains
13445,804,OV7
13453,732,Mecano
13460,451,Gustavo Cerati
13507,965,Shampoo
13535,286,David Allan Coe
13536,245,Cocoa Tea
13548,221,Chaka Demus & Pliers
13549,57,Angie Stone
13555,1258,Wet Wet Wet
13565,964,Shalamar
13571,1076,The Brand New Heavies
13574,432,Glenn Jones
13575,182,Bronski Beat
13581,657,Loose Ends
13588,1277,Yazz
13591,99,Bananarama
13594,923,Ryan Leslie
13604,792,Nik Kershaw
13606,499,James Taylor
13611,632,Les Nubians
13618,90,Babyface
13624,186,Brownstone
13628,175,Brenda Russell
13654,1236,Us3
13843,914,Rory Gallagher
13863,854,Platero Y Tu
13876,336,Edison Lighthouse
13959,1152,The Scene
13960,1004,Spinvis
13963,294,De Mens
13968,1170,The Tremeloes
14129,1212,Toots & The Maytals
14142,249,Coldcut
14156,6,883
14158,1143,The Red Jumpsuit Apparatus
14159,828,Parkway Drive
14173,683,Luis Fonsi
14200,788,Nice & Wild
14273,865,Puerto Rican Power
14295,222,Chaka Khan
